n,time
12800,0.0004172325134277344
12900,0.0003871917724609375
13000,2.107599973678589
13100,0.0004229545593261719
13200,0.00036716461181640625
13300,2.190999984741211
13400,0.004445075988769531
13500,0.0006120204925537109
13600,2.330855131149292
13700,0.00045800209045410156
13800,0.0004878044128417969
13900,2.392439126968384
14000,0.0005049705505371094
14100,0.004151105880737305
14200,2.562211036682129
14300,0.0004889965057373047
14400,0.00040912628173828125
14500,2.748202085494995
14600,0.0004761219024658203
14700,0.0004680156707763672
14800,2.809380054473877
14900,0.0004968643188476562
15000,0.0004241466522216797
15100,2.906978130340576
15200,0.0008008480072021484
15300,0.0008051395416259766
15400,2.979361057281494
15500,0.000553131103515625
15600,0.0004930496215820312
15700,3.0921859741210938
15800,0.0005800724029541016
15900,0.0006248950958251953
16000,3.274564027786255
16100,0.0005509853363037109
16200,0.00047588348388671875
16300,3.3445229530334473
16400,0.0005121231079101562
16500,0.0005009174346923828
16600,3.5174248218536377
16700,0.000514984130859375
16800,0.00047898292541503906
16900,3.5416128635406494
17000,0.0005700588226318359
17100,0.0006239414215087891
17200,3.7345821857452393
17300,0.0005698204040527344
17400,0.0004961490631103516
17500,3.952660083770752
17600,0.0009641647338867188
17700,0.0004918575286865234
17800,4.081721067428589
17900,0.0006051063537597656
18000,0.0005478858947753906
18100,4.159014940261841
18200,0.0005421638488769531
18300,0.0008552074432373047
18400,4.2738330364227295
18500,0.0005450248718261719
18600,0.0005400180816650391
18700,4.289332866668701
18800,0.0006029605865478516
18900,0.0005810260772705078
19000,4.450398921966553
19100,0.0006170272827148438
19200,0.0007951259613037109
19300,4.574258089065552
19400,0.0006301403045654297
19500,0.0005879402160644531
19600,4.82123589515686
19700,0.000598907470703125
19800,0.0005629062652587891
19900,4.804862976074219
20000,0.0005960464477539062
20100,0.0006120204925537109
20200,4.937108039855957
20300,0.0005779266357421875
20400,0.0006361007690429688
20500,5.13177490234375
20600,0.0006680488586425781
20700,0.0006029605865478516
20800,5.279798984527588
20900,0.0006630420684814453
21000,0.000637054443359375
21100,5.6565680503845215
21200,0.0006568431854248047
21300,0.0009829998016357422
21400,5.540741920471191
21500,0.0006201267242431641
21600,0.0005929470062255859
21700,5.717250823974609
21800,0.0007469654083251953
21900,0.0006630420684814453
22000,5.892500877380371
22100,0.00450897216796875
22200,0.0006449222564697266
22300,6.044465780258179
22400,0.0006930828094482422
22500,0.0006258487701416016
22600,6.252948999404907
22700,0.0007481575012207031
22800,0.0006701946258544922
22900,6.530333995819092
23000,0.0006878376007080078
23100,0.0006949901580810547
23200,6.955322027206421
23300,0.0008311271667480469
23400,0.0007998943328857422
23500,6.988052129745483
23600,0.0009279251098632812
23700,0.0007588863372802734
23800,7.525429964065552
23900,0.0008909702301025391
24000,0.0008041858673095703
24100,7.084871053695679
24200,0.00074005126953125
24300,0.0006799697875976562
24400,7.24500584602356
24500,0.0007588863372802734
24600,0.0006909370422363281
24700,7.368757963180542
24800,0.0008029937744140625
24900,0.0008440017700195312
25000,7.600900173187256
25100,0.0008599758148193359
25200,0.0008399486541748047
25300,7.8292200565338135
25400,0.0008399486541748047
25500,0.0007929801940917969
25600,8.25051498413086
25700,0.0008180141448974609
25800,0.0011839866638183594
25900,8.151513814926147
26000,0.0011680126190185547
26100,0.0008060932159423828
26200,8.580753803253174
26300,0.0008499622344970703
26400,0.0008478164672851562
26500,9.874526023864746
26600,0.0011148452758789062
26700,0.0013358592987060547
26800,9.156991958618164
26900,0.0007760524749755859
27000,0.0007319450378417969
27100,8.85633897781372
27200,0.0008549690246582031
27300,0.0008070468902587891
27400,9.246403217315674
27500,0.0012040138244628906
27600,0.0010440349578857422
27700,9.809585094451904
27800,0.0007648468017578125
27900,0.0011610984802246094
28000,10.148420810699463
28100,0.0009179115295410156
28200,0.004517078399658203
28300,9.832484006881714
28400,0.0010399818420410156
28500,0.0008459091186523438
28600,10.028673887252808
28700,0.0009319782257080078
28800,0.0008800029754638672
28900,10.340559005737305
29000,0.0009429454803466797
29100,0.0008859634399414062
29200,10.56370496749878
29300,0.00446009635925293
29400,0.001219034194946289
29500,10.54072093963623
29600,0.004752159118652344
29700,0.0009851455688476562
29800,10.771145820617676
29900,0.0008959770202636719
30000,0.0009138584136962891
30100,11.381391048431396
30200,0.0009059906005859375
30300,0.0008571147918701172
30400,11.238752126693726
30500,0.0012280941009521484
30600,0.0008709430694580078
30700,11.606741905212402
30800,0.0009329319000244141
30900,0.0009441375732421875
31000,11.850212097167969
31100,0.004829883575439453
31200,0.0008158683776855469
31300,12.076443910598755
31400,0.00467681884765625
31500,0.0009469985961914062
31600,12.26718807220459
31700,0.005063056945800781
31800,0.0010211467742919922
31900,12.67688798904419
32000,0.0015909671783447266
32100,0.0011410713195800781
32200,13.055381059646606
32300,0.001132965087890625
32400,0.0009639263153076172
32500,13.127583026885986
32600,0.0045588016510009766
32700,0.0014388561248779297
32800,13.257993936538696
32900,0.0010190010070800781
33000,0.004853963851928711
33100,13.833024024963379
33200,0.0012021064758300781
33300,0.0010249614715576172
33400,13.64268183708191
33500,0.0009889602661132812
33600,0.0011010169982910156
33700,13.883780002593994
33800,0.0011658668518066406
33900,0.0009889602661132812
34000,14.17557406425476
34100,0.0010619163513183594
34200,0.0011229515075683594
34300,14.632813930511475
34400,0.001096963882446289
34500,0.0010609626770019531
34600,14.545047998428345
34700,0.001035928726196289
34800,0.0009570121765136719
34900,14.990339040756226
35000,0.0048220157623291016
35100,0.0013928413391113281
35200,15.358553886413574
35300,0.0013208389282226562
35400,0.0010991096496582031
35500,15.346135139465332
35600,0.004712104797363281
35700,0.0013568401336669922
35800,15.570617914199829
35900,0.0010979175567626953
36000,0.005002021789550781
36100,16.16524314880371
36200,0.0011780261993408203
36300,0.005057811737060547
36400,16.23940920829773
36500,0.0010848045349121094
36600,0.0012559890747070312
36700,17.70598006248474
36800,0.0011310577392578125
36900,0.0011250972747802734
37000,16.75448703765869
37100,0.0049610137939453125
37200,0.001352071762084961
37300,17.136497974395752
37400,0.0012040138244628906
37500,0.0011920928955078125
37600,17.284146070480347
37700,0.0012061595916748047
37800,0.0012469291687011719
37900,17.94168782234192
38000,0.0012171268463134766
38100,0.0012888908386230469
38200,18.118174076080322
38300,0.005113124847412109
38400,0.0015690326690673828
38500,18.102361917495728
38600,0.005010128021240234
38700,0.0011789798736572266
38800,18.468570947647095
38900,0.0011310577392578125
39000,0.0011930465698242188
39100,18.743762969970703
39200,0.001241922378540039
39300,0.0013270378112792969
39400,19.07642102241516
39500,0.0049250125885009766
39600,0.0012729167938232422
39700,19.34885001182556
39800,0.0012559890747070312
39900,0.0013649463653564453
